model,seed,step,entropy_bits
Oracle (Optimal),18,3,4.169925001442312
Oracle (Optimal),18,4,2.321928094887362
Oracle (Optimal),18,5,2.0
Oracle (Optimal),18,6,0.0
Oracle (Optimal),18,7,0.0
Oracle (Optimal),18,8,0.0
Oracle (Optimal),18,9,0.0
Oracle (Optimal),18,10,0.0
Oracle (Optimal),19,1,8.228818690495881
Oracle (Optimal),19,2,6.129283016944966
Oracle (Optimal),19,3,5.129283016944966
Oracle (Optimal),19,4,2.0
Oracle (Optimal),19,5,1.584962500721156
Oracle (Optimal),19,6,0.0
Oracle (Optimal),19,7,0.0
Oracle (Optimal),19,8,0.0
Oracle (Optimal),19,9,0.0
Oracle (Optimal),19,10,0.0
Oracle (Optimal),20,1,8.228818690495881
Oracle (Optimal),20,2,6.714245517666122
Oracle (Optimal),20,3,4.754887502163468
Oracle (Optimal),20,4,2.807354922057604
Oracle (Optimal),20,5,1.584962500721156
Oracle (Optimal),20,6,0.0
Oracle (Optimal),20,7,0.0
Oracle (Optimal),20,8,0.0
Oracle (Optimal),20,9,0.0
Oracle (Optimal),20,10,0.0
Oracle (Optimal),21,1,8.228818690495881
Oracle (Optimal),21,2,6.303780748177103
Oracle (Optimal),21,3,4.700439718141092
Oracle (Optimal),21,4,3.584962500721156
Oracle (Optimal),21,5,1.0
Oracle (Optimal),21,6,0.0
Oracle (Optimal),21,7,0.0
Oracle (Optimal),21,8,0.0
Oracle (Optimal),21,9,0.0
Oracle (Optimal),21,10,0.0
Oracle (Optimal),22,1,8.228818690495881
Oracle (Optimal),22,2,6.22881869049588
Oracle (Optimal),22,3,4.906890595608519
Oracle (Optimal),22,4,3.584962500721156
Oracle (Optimal),22,5,2.0
Oracle (Optimal),22,6,0.0
Oracle (Optimal),22,7,0.0
Oracle (Optimal),22,8,0.0
Oracle (Optimal),22,9,0.0
Oracle (Optimal),22,10,0.0
Oracle (Optimal),23,1,8.228818690495881
Oracle (Optimal),23,2,6.189824558880018
Oracle (Optimal),23,3,5.087462841250339
Oracle (Optimal),23,4,2.0
Oracle (Optimal),23,5,1.0
Oracle (Optimal),23,6,0.0
Oracle (Optimal),23,7,0.0
Oracle (Optimal),23,8,0.0
Oracle (Optimal),23,9,0.0
Oracle (Optimal),23,10,0.0
Oracle (Optimal),24,1,8.228818690495881
Oracle (Optimal),24,2,6.658211482751795
Oracle (Optimal),24,3,4.247927513443585
Oracle (Optimal),24,4,3.584962500721156
Oracle (Optimal),24,5,1.0
Oracle (Optimal),24,6,0.0
Oracle (Optimal),24,7,0.0
Oracle (Optimal),24,8,0.0
Oracle (Optimal),24,9,0.0
Oracle (Optimal),24,10,0.0
Oracle (Optimal),25,1,8.228818690495881
Oracle (Optimal),25,2,6.247927513443585
Oracle (Optimal),25,3,3.906890595608519
Oracle (Optimal),25,4,3.4594316186372973
Oracle (Optimal),25,5,1.0
Oracle (Optimal),25,6,0.0
Oracle (Optimal),25,7,0.0
Oracle (Optimal),25,8,0.0
Oracle (Optimal),25,9,0.0
Oracle (Optimal),25,10,0.0
Oracle (Optimal),26,1,8.228818690495881
Oracle (Optimal),26,2,6.78135971352466
Oracle (Optimal),26,3,5.087462841250339
Oracle (Optimal),26,4,2.584962500721156
Oracle (Optimal),26,5,1.584962500721156
Oracle (Optimal),26,6,0.0
Oracle (Optimal),26,7,0.0
Oracle (Optimal),26,8,0.0
Oracle (Optimal),26,9,0.0
Oracle (Optimal),26,10,0.0
Oracle (Optimal),27,1,8.228818690495881
Oracle (Optimal),27,2,6.741466986401147
Oracle (Optimal),27,3,4.247927513443585
Oracle (Optimal),27,4,3.169925001442312
Oracle (Optimal),27,5,1.0
Oracle (Optimal),27,6,0.0
Oracle (Optimal),27,7,0.0
Oracle (Optimal),27,8,0.0
Oracle (Optimal),27,9,0.0
Oracle (Optimal),27,10,0.0
Oracle (Optimal),28,1,8.228818690495881
Oracle (Optimal),28,2,6.554588851677638
Oracle (Optimal),28,3,4.523561956057013
Oracle (Optimal),28,4,3.321928094887362
Oracle (Optimal),28,5,1.584962500721156
Oracle (Optimal),28,6,0.0
Oracle (Optimal),28,7,0.0
Oracle (Optimal),28,8,0.0
Oracle (Optimal),28,9,0.0
Oracle (Optimal),28,10,0.0
Oracle (Optimal),29,1,8.228818690495881
Oracle (Optimal),29,2,6.714245517666122
Oracle (Optimal),29,3,4.0
Oracle (Optimal),29,4,2.321928094887362
Oracle (Optimal),29,5,1.0
Oracle (Optimal),29,6,0.0
Oracle (Optimal),29,7,0.0
Oracle (Optimal),29,8,0.0
Oracle (Optimal),29,9,0.0
Oracle (Optimal),29,10,0.0
Oracle (Optimal),30,1,8.228818690495881
Oracle (Optimal),30,2,6.754887502163468
Oracle (Optimal),30,3,4.169925001442312
Oracle (Optimal),30,4,3.4594316186372973
Oracle (Optimal),30,5,1.0
Oracle (Optimal),30,6,0.0
Oracle (Optimal),30,7,0.0
Oracle (Optimal),30,8,0.0
Oracle (Optimal),30,9,0.0
Oracle (Optimal),30,10,0.0
