model,run_id,step,entropy_bits
Oracle (Optimal),23,2,5.426264754702098
Oracle (Optimal),23,3,3.169925001442312
Oracle (Optimal),23,4,2.0
Oracle (Optimal),23,5,0.0
Oracle (Optimal),23,6,0.0
Oracle (Optimal),23,7,0.0
Oracle (Optimal),23,8,0.0
Oracle (Optimal),23,9,0.0
Oracle (Optimal),23,10,0.0
Oracle (Optimal),24,1,7.643856189774724
Oracle (Optimal),24,2,5.129283016944966
Oracle (Optimal),24,3,3.0
Oracle (Optimal),24,4,1.0
Oracle (Optimal),24,5,0.0
Oracle (Optimal),24,6,0.0
Oracle (Optimal),24,7,0.0
Oracle (Optimal),24,8,0.0
Oracle (Optimal),24,9,0.0
Oracle (Optimal),24,10,0.0
Oracle (Optimal),25,1,7.643856189774724
Oracle (Optimal),25,2,5.643856189774724
Oracle (Optimal),25,3,3.4594316186372973
Oracle (Optimal),25,4,0.0
Oracle (Optimal),25,5,0.0
Oracle (Optimal),25,6,0.0
Oracle (Optimal),25,7,0.0
Oracle (Optimal),25,8,0.0
Oracle (Optimal),25,9,0.0
Oracle (Optimal),25,10,0.0
Oracle (Optimal),26,1,7.643856189774724
Oracle (Optimal),26,2,5.643856189774724
Oracle (Optimal),26,3,3.4594316186372973
Oracle (Optimal),26,4,1.584962500721156
Oracle (Optimal),26,5,0.0
Oracle (Optimal),26,6,0.0
Oracle (Optimal),26,7,0.0
Oracle (Optimal),26,8,0.0
Oracle (Optimal),26,9,0.0
Oracle (Optimal),26,10,0.0
Oracle (Optimal),27,1,7.643856189774724
Oracle (Optimal),27,2,5.129283016944966
Oracle (Optimal),27,3,3.4594316186372973
Oracle (Optimal),27,4,1.584962500721156
Oracle (Optimal),27,5,0.0
Oracle (Optimal),27,6,0.0
Oracle (Optimal),27,7,0.0
Oracle (Optimal),27,8,0.0
Oracle (Optimal),27,9,0.0
Oracle (Optimal),27,10,0.0
Oracle (Optimal),28,1,7.643856189774724
Oracle (Optimal),28,2,5.643856189774724
Oracle (Optimal),28,3,3.4594316186372973
Oracle (Optimal),28,4,1.0
Oracle (Optimal),28,5,0.0
Oracle (Optimal),28,6,0.0
Oracle (Optimal),28,7,0.0
Oracle (Optimal),28,8,0.0
Oracle (Optimal),28,9,0.0
Oracle (Optimal),28,10,0.0
Oracle (Optimal),29,1,7.643856189774724
Oracle (Optimal),29,2,5.129283016944966
Oracle (Optimal),29,3,2.584962500721156
Oracle (Optimal),29,4,1.584962500721156
Oracle (Optimal),29,5,0.0
Oracle (Optimal),29,6,0.0
Oracle (Optimal),29,7,0.0
Oracle (Optimal),29,8,0.0
Oracle (Optimal),29,9,0.0
Oracle (Optimal),29,10,0.0
Oracle (Optimal),30,1,7.643856189774724
Oracle (Optimal),30,2,5.044394119358453
Oracle (Optimal),30,3,2.807354922057604
Oracle (Optimal),30,4,1.0
Oracle (Optimal),30,5,0.0
Oracle (Optimal),30,6,0.0
Oracle (Optimal),30,7,0.0
Oracle (Optimal),30,8,0.0
Oracle (Optimal),30,9,0.0
Oracle (Optimal),30,10,0.0
