model,step,seed,entropy_bits
Oracle (Optimal),2,23,4.954196310386875
Oracle (Optimal),3,23,3.321928094887362
Oracle (Optimal),4,23,1.0
Oracle (Optimal),5,23,0.0
Oracle (Optimal),6,23,0.0
Oracle (Optimal),7,23,0.0
Oracle (Optimal),8,23,0.0
Oracle (Optimal),9,23,0.0
Oracle (Optimal),10,23,0.0
Oracle (Optimal),1,24,6.475733430966398
Oracle (Optimal),2,24,4.954196310386875
Oracle (Optimal),3,24,3.0
Oracle (Optimal),4,24,1.0
Oracle (Optimal),5,24,0.0
Oracle (Optimal),6,24,0.0
Oracle (Optimal),7,24,0.0
Oracle (Optimal),8,24,0.0
Oracle (Optimal),9,24,0.0
Oracle (Optimal),10,24,0.0
Oracle (Optimal),1,25,6.569855608330948
Oracle (Optimal),2,25,4.807354922057604
Oracle (Optimal),3,25,2.584962500721156
Oracle (Optimal),4,25,0.0
Oracle (Optimal),5,25,0.0
Oracle (Optimal),6,25,0.0
Oracle (Optimal),7,25,0.0
Oracle (Optimal),8,25,0.0
Oracle (Optimal),9,25,0.0
Oracle (Optimal),10,25,0.0
Oracle (Optimal),1,26,6.741466986401147
Oracle (Optimal),2,26,5.321928094887363
Oracle (Optimal),3,26,3.4594316186372973
Oracle (Optimal),4,26,1.584962500721156
Oracle (Optimal),5,26,0.0
Oracle (Optimal),6,26,0.0
Oracle (Optimal),7,26,0.0
Oracle (Optimal),8,26,0.0
Oracle (Optimal),9,26,0.0
Oracle (Optimal),10,26,0.0
Oracle (Optimal),1,27,6.392317422778761
Oracle (Optimal),2,27,4.700439718141092
Oracle (Optimal),3,27,2.584962500721156
Oracle (Optimal),4,27,1.0
Oracle (Optimal),5,27,0.0
Oracle (Optimal),6,27,0.0
Oracle (Optimal),7,27,0.0
Oracle (Optimal),8,27,0.0
Oracle (Optimal),9,27,0.0
Oracle (Optimal),10,27,0.0
Oracle (Optimal),1,28,6.599912842187128
Oracle (Optimal),2,28,5.087462841250339
Oracle (Optimal),3,28,3.169925001442312
Oracle (Optimal),4,28,1.0
Oracle (Optimal),5,28,0.0
Oracle (Optimal),6,28,0.0
Oracle (Optimal),7,28,0.0
Oracle (Optimal),8,28,0.0
Oracle (Optimal),9,28,0.0
Oracle (Optimal),10,28,0.0
Oracle (Optimal),1,29,6.507794640198696
Oracle (Optimal),2,29,4.954196310386875
Oracle (Optimal),3,29,3.169925001442312
Oracle (Optimal),4,29,1.0
Oracle (Optimal),5,29,0.0
Oracle (Optimal),6,29,0.0
Oracle (Optimal),7,29,0.0
Oracle (Optimal),8,29,0.0
Oracle (Optimal),9,29,0.0
Oracle (Optimal),10,29,0.0
Oracle (Optimal),1,30,6.894817763307944
Oracle (Optimal),2,30,5.247927513443585
Oracle (Optimal),3,30,3.4594316186372973
Oracle (Optimal),4,30,1.584962500721156
Oracle (Optimal),5,30,0.0
Oracle (Optimal),6,30,0.0
Oracle (Optimal),7,30,0.0
Oracle (Optimal),8,30,0.0
Oracle (Optimal),9,30,0.0
Oracle (Optimal),10,30,0.0
